id,kunde,betrag
00772,Zürich 00772       , 39272.65
00773,Zürich 00773       , 37815.25
00774,Zürich 00774       , 31090.64
00775,Zürich 00775       ,  1924.76
00776,Zürich 00776       , 79645.48
00777,Zürich 00777       , 66563.74
00778,Zürich 00778       , 50846.33
00779,Zürich 00779       , 28823.75
00780,Zürich 00780       , 97982.95
00781,Zürich 00781       , 73322.90
00782,Zürich 00782       , 66041.77
00783,Zürich 00783       , 81928.04
00784,Zürich 00784       , 45285.61
00785,Zürich 00785       , 52212.01
00786,Zürich 00786       , 54522.30
00787,Zürich 00787       , 16771.69
00788,Zürich 00788       , 76343.52
00789,Zürich 00789       , 81608.70
00790,Zürich 00790       , 54661.77
00791,Zürich 00791       , 60185.89
00792,Zürich 00792       , 50187.00
00793,Zürich 00793       , 23834.04
00794,Zürich 00794       , 63166.54
00795,Zürich 00795       , 38267.74
00796,Zürich 00796       ,  3999.24
00797,Zürich 00797       , 11631.59
00798,Zürich 00798       , 97303.62
00799,Zürich 00799       , 32378.16
00800,Zürich 00800       , 86029.68
00801,Zürich 00801       , 42254.87
00802,Zürich 00802       , 60510.92
00803,Zürich 00803       , 56432.81
00804,Zürich 00804       , 31284.78
00805,Zürich 00805       , 96191.58
00806,Zürich 00806       , 48135.26
00807,Zürich 00807       , 26067.99
00808,Zürich 00808       , 34843.33
00809,Zürich 00809       , 99365.80
00810,Zürich 00810       ,  9598.59
00811,Zürich 00811       , 59434.88
00812,Zürich 00812       , 49908.00
00813,Zürich 00813       , 14250.09
00814,Zürich 00814       , 23776.24
00815,Zürich 00815       , 58067.48
00816,Zürich 00816       , 57507.32
00817,Zürich 00817       , 12397.06
00818,Zürich 00818       , 76644.71
00819,Zürich 00819       , 36112.02
00820,Zürich 00820       , 30332.68
00821,Zürich 00821       , 71644.40
00822,Zürich 00822       , 38377.11
00823,Zürich 00823       , 25339.18
00824,Zürich 00824       , 53776.39
00825,Zürich 00825       , 96257.37
00826,Zürich 00826       , 77353.45
00827,Zürich 00827       , 30629.46
00828,Zürich 00828       ,  7447.97
00829,Zürich 00829       , 59667.15
00830,Zürich 00830       , 63468.89
00831,Zürich 00831       , 82853.59
00832,Zürich 00832       , 16621.79
00833,Zürich 00833       , 92466.91
00834,Zürich 00834       , 96581.31
00835,Zürich 00835       , 11872.12
00836,Zürich 00836       , 85423.23
00837,Zürich 00837       , 83311.92
00838,Zürich 00838       , 43276.17
00839,Zürich 00839       , 85718.02
00840,Zürich 00840       , 71883.25
00841,Zürich 00841       , 71906.12
00842,Zürich 00842       , 48896.83
00843,Zürich 00843       , 31171.50
00844,Zürich 00844       ,  5554.15
00845,Zürich 00845       , 48799.25
00846,Zürich 00846       , 76747.17
00847,Zürich 00847       ,  9310.98
00848,Zürich 00848       , 37695.78
00849,Zürich 00849       , 78701.03
00850,Zürich 00850       , 64397.09
00851,Zürich 00851       , 80051.99
00852,Zürich 00852       , 28590.75
00853,Zürich 00853       , 99701.69
00854,Zürich 00854       , 72720.18
00855,Zürich 00855       , 95436.69
00856,Zürich 00856       , 95884.10
00857,Zürich 00857       , 39994.64
00858,Zürich 00858       , 44058.96
00859,Zürich 00859       , 29330.01
00860,Zürich 00860       , 28735.90
00861,Zürich 00861       , 36685.51
00862,Zürich 00862       , 94952.86
00863,Zürich 00863       , 37632.94
00864,Zürich 00864       , 91575.48
00865,Zürich 00865       , 62014.43
00866,Zürich 00866       , 74569.48
00867,Zürich 00867       , 68922.47
00868,Zürich 00868       , 15220.69
00869,Zürich 00869       , 56121.73
00870,Zürich 00870       , 40450.40
00871,Zürich 00871       , 56580.41
00872,Zürich 00872       , 19535.64
00873,Zürich 00873       , 54779.63
00874,Zürich 00874       , 51231.27
00875,Zürich 00875       , 57741.64
00876,Zürich 00876       , 64254.05
00877,Zürich 00877       , 68267.03
00878,Zürich 00878       , 26521.80
00879,Zürich 00879       , 64755.18
00880,Zürich 00880       , 90448.74
00881,Zürich 00881       , 81925.44
00882,Zürich 00882       , 10561.19
00883,Zürich 00883       , 61593.27
00884,Zürich 00884       ,  2226.22
00885,Zürich 00885       , 33523.35
00886,Zürich 00886       , 42620.98
00887,Zürich 00887       , 52677.60
00888,Zürich 00888       ,  2148.62
00889,Zürich 00889       , 29952.78
00890,Zürich 00890       , 71204.84
00891,Zürich 00891       , 67881.53
00892,Zürich 00892       , 22333.93
00893,Zürich 00893       , 31854.94
00894,Zürich 00894       , 26616.31
00895,Zürich 00895       , 82068.93
00896,Zürich 00896       , 82123.06
00897,Zürich 00897       , 11817.62
00898,Zürich 00898       , 56147.14
00899,Zürich 00899       , 41969.52
00900,Zürich 00900       , 33700.49
00901,Zürich 00901       ,  9344.73
00902,Zürich 00902       , 65068.76
00903,Zürich 00903       , 29809.16
00904,Zürich 00904       , 40165.55
00905,Zürich 00905       , 10620.52
00906,Zürich 00906       , 75701.64
00907,Zürich 00907       , 71581.80
00908,Zürich 00908       , 87740.30
00909,Zürich 00909       , 88750.59
00910,Zürich 00910       , 71995.08
00911,Zürich 00911       , 46592.95
00912,Zürich 00912       , 33351.74
00913,Zürich 00913       , 40573.38
00914,Zürich 00914       , 97441.32
00915,Zürich 00915       , 85602.27
00916,Zürich 00916       , 75205.85
00917,Zürich 00917       , 67185.11
00918,Zürich 00918       , 83126.76
00919,Zürich 00919       , 87053.14
00920,Zürich 00920       , 16458.06
00921,Zürich 00921       , 61222.93
00922,Zürich 00922       , 64604.41
00923,Zürich 00923       ,  5026.71
00924,Zürich 00924       , 62298.40
00925,Zürich 00925       , 38915.71
00926,Zürich 00926       , 29449.98
00927,Zürich 00927       , 12641.12
00928,Zürich 00928       , 61016.70
00929,Zürich 00929       , 56560.78
00930,Zürich 00930       , 41907.56
00931,Zürich 00931       , 87565.20
00932,Zürich 00932       , 23150.16
00933,Zürich 00933       , 59493.07
00934,Zürich 00934       , 25975.85
00935,Zürich 00935       ,   120.72
00936,Zürich 00936       ,  4554.19
00937,Zürich 00937       , 22998.82
00938,Zürich 00938       , 79717.44
00939,Zürich 00939       , 94574.22
00940,Zürich 00940       , 84383.35
00941,Zürich 00941       ,  9931.67
00942,Zürich 00942       , 56563.50
00943,Zürich 00943       , 95549.08
00944,Zürich 00944       , 72302.26
00945,Zürich 00945       , 85296.72
00946,Zürich 00946       ,  7754.78
00947,Zürich 00947       , 68168.89
00948,Zürich 00948       , 78557.58
00949,Zürich 00949       , 50050.15
00950,Zürich 00950       , 45317.83
00951,Zürich 00951       ,  4257.57
00952,Zürich 00952       , 61090.61
00953,Zürich 00953       , 31919.37
00954,Zürich 00954       , 39270.57
00955,Zürich 00955       , 85379.90
00956,Zürich 00956       , 84018.47
00957,Zürich 00957       , 74459.89
00958,Zürich 00958       , 98411.51
00959,Zürich 00959       , 41121.00
00960,Zürich 00960       , 98187.86
00961,Zürich 00961       , 83681.24
00962,Zürich 00962       , 49999.39
00963,Zürich 00963       , 35719.29
00964,Zürich 00964       , 54598.30
00965,Zürich 00965       ,  5877.92
00966,Zürich 00966       , 53206.80
00967,Zürich 00967       , 94035.73
00968,Zürich 00968       , 12651.10
00969,Zürich 00969       , 12691.74
00970,Zürich 00970       , 14022.22
00971,Zürich 00971       , 14832.29
00972,Zürich 00972       , 97167.60
00973,Zürich 00973       , 12298.10
00974,Zürich 00974       , 80035.10
00975,Zürich 00975       ,  5220.91
00976,Zürich 00976       , 90581.27
00977,Zürich 00977       , 38860.55
00978,Zürich 00978       , 18307.72
00979,Zürich 00979       , 11322.60
00980,Zürich 00980       , 10323.53
00981,Zürich 00981       , 63411.48
00982,Zürich 00982       , 68535.98
00983,Zürich 00983       , 19121.57
00984,Zürich 00984       , 28898.37
00985,Zürich 00985       , 74908.05
00986,Zürich 00986       ,  1879.49
00987,Zürich 00987       , 57055.25
00988,Zürich 00988       , 87198.51
00989,Zürich 00989       , 33977.01
00990,Zürich 00990       , 15940.32
00991,Zürich 00991       , 33121.79
00992,Zürich 00992       , 52176.22
00993,Zürich 00993       , 28106.77
00994,Zürich 00994       , 12153.43
00995,Zürich 00995       , 32813.78
00996,Zürich 00996       , 48196.44
00997,Zürich 00997       , 60708.63
00998,Zürich 00998       , 40438.34
00999,Zürich 00999       , 66800.15
01000,Zürich 01000       , 96960.81
01001,Zürich 01001       , 81737.68
01002,Zürich 01002       , 48434.65
01003,Zürich 01003       , 69512.75
01004,Zürich 01004       , 36666.17
01005,Zürich 01005       , 18906.89
01006,Zürich 01006       , 90705.52
01007,Zürich 01007       , 28732.47
01008,Zürich 01008       , 11035.64
01009,Zürich 01009       , 20299.47
01010,Zürich 01010       ,  8031.68
01011,Zürich 01011       ,   917.58
01012,Zürich 01012       , 94089.90
01013,Zürich 01013       , 33364.27
01014,Zürich 01014       , 82047.01
01015,Zürich 01015       , 36204.31
01016,Zürich 01016       ,   551.65
01017,Zürich 01017       , 79471.34
01018,Zürich 01018       , 77723.69
01019,Zürich 01019       ,  1227.97
01020,Zürich 01020       , 24891.80
01021,Zürich 01021       , 37604.20
01022,Zürich 01022       , 34179.01
01023,Zürich 01023       , 86015.94
01024,Zürich 01024       , 40897.71
01025,Zürich 01025       , 88167.66
01026,Zürich 01026       , 97240.27
01027,Zürich 01027       , 47202.61
01028,Zürich 01028       , 28797.24
01029,Zürich 01029       , 72463.02
01030,Zürich 01030       , 72163.80
01031,Zürich 01031       , 64432.47
01032,Zürich 01032       , 55452.62
01033,Zürich 01033       , 26400.89
01034,Zürich 01034       ,  5865.90
01035,Zürich 01035       , 21282.75
01036,Zürich 01036       , 37490.99
01037,Zürich 01037       , 36505.46
01038,Zürich 01038       , 74515.83
01039,Zürich 01039       , 39638.34
01040,Zürich 01040       , 97346.47
01041,Zürich 01041       , 10552.81
01042,Zürich 01042       , 60642.40
01043,Zürich 01043       , 85076.95
01044,Zürich 01044       , 34394.29
01045,Zürich 01045       , 12482.28
01046,Zürich 01046       , 71811.40
01047,Zürich 01047       , 74287.98
01048,Zürich 01048       ,  4137.70
01049,Zürich 01049       , 92312.92
01050,Zürich 01050       , 59479.29
01051,Zürich 01051       ,  5852.17
01052,Zürich 01052       , 84927.83
01053,Zürich 01053       , 13911.03
01054,Zürich 01054       , 83413.29
01055,Zürich 01055       , 12435.68
01056,Zürich 01056       , 21013.54
01057,Zürich 01057       , 94157.68
01058,Zürich 01058       , 33797.39
01059,Zürich 01059       , 11969.52
01060,Zürich 01060       , 51439.52
01061,Zürich 01061       , 92951.41
01062,Zürich 01062       , 51157.27
01063,Zürich 01063       , 32281.74
01064,Zürich 01064       , 16752.44
01065,Zürich 01065       , 31901.15
01066,Zürich 01066       , 70472.07
01067,Zürich 01067       , 41169.85
01068,Zürich 01068       , 73852.86
01069,Zürich 01069       , 90922.30
01070,Zürich 01070       , 19168.23
01071,Zürich 01071       , 39242.99
01072,Zürich 01072       , 55085.58
01073,Zürich 01073       , 72712.77
01074,Zürich 01074       , 13815.06
01075,Zürich 01075       , 27443.31
01076,Zürich 01076       , 76566.13
01077,Zürich 01077       , 22012.66
01078,Zürich 01078       , 85921.42
01079,Zürich 01079       , 92458.05
01080,Zürich 01080       , 45704.58
01081,Zürich 01081       , 97916.94
01082,Zürich 01082       , 10324.14
01083,Zürich 01083       ,  6318.13
01084,Zürich 01084       , 88432.45
01085,Zürich 01085       , 86570.84
01086,Zürich 01086       , 63053.35
01087,Zürich 01087       ,   379.37
01088,Zürich 01088       , 42662.95
01089,Zürich 01089       , 34863.05
01090,Zürich 01090       , 99693.38
01091,Zürich 01091       , 26985.49
01092,Zürich 01092       , 76028.78
01093,Zürich 01093       , 61066.31
01094,Zürich 01094       , 58056.40
01095,Zürich 01095       , 61049.58
01096,Zürich 01096       , 92470.36
01097,Zürich 01097       , 94612.82
01098,Zürich 01098       , 10698.83
01099,Zürich 01099       ,  7986.28
01100,Zürich 01100       , 68873.79
01101,Zürich 01101       , 61944.50
01102,Zürich 01102       , 67096.17
01103,Zürich 01103       , 61591.95
01104,Zürich 01104       , 18373.10
01105,Zürich 01105       , 61340.66
01106,Zürich 01106       , 46614.82
01107,Zürich 01107       , 11401.77
01108,Zürich 01108       , 75814.03
01109,Zürich 01109       , 84528.67
01110,Zürich 01110       , 62361.59
01111,Zürich 01111       , 75158.89
01112,Zürich 01112       , 41122.10
01113,Zürich 01113       , 94670.59
01114,Zürich 01114       , 63283.45
01115,Zürich 01115       , 30079.44
01116,Zürich 01116       , 86492.06
01117,Zürich 01117       , 90054.93
01118,Zürich 01118       , 13416.70
01119,Zürich 01119       , 84649.87
01120,Zürich 01120       , 95367.22
01121,Zürich 01121       , 30684.00
01122,Zürich 01122       , 58882.13
01123,Zürich 01123       , 32156.62
01124,Zürich 01124       , 28396.09
01125,Zürich 01125       , 45394.67
01126,Zürich 01126       , 57438.26
01127,Zürich 01127       , 50046.99
01128,Zürich 01128       , 31972.94
01129,Zürich 01129       , 85822.95
01130,Zürich 01130       , 40341.01
01131,Zürich 01131       , 39494.04
01132,Zürich 01132       , 27245.38
01133,Zürich 01133       , 61723.64
01134,Zürich 01134       , 24338.82
01135,Zürich 01135       , 54036.00
01136,Zürich 01136       , 65183.11
01137,Zürich 01137       , 96934.02
01138,Zürich 01138       , 86967.66
01139,Zürich 01139       , 14040.81
01140,Zürich 01140       , 16491.65
01141,Zürich 01141       , 66388.62
01142,Zürich 01142       , 58999.17
01143,Zürich 01143       ,  8484.99
01144,Zürich 01144       ,  4879.14
01145,Zürich 01145       , 85988.01
01146,Zürich 01146       , 69168.88
01147,Zürich 01147       ,  9330.26
01148,Zürich 01148       , 46095.64
01149,Zürich 01149       , 76064.85
01150,Zürich 01150       , 14306.84
01151,Zürich 01151       , 52503.58
01152,Zürich 01152       , 91831.91
01153,Zürich 01153       , 52993.93
01154,Zürich 01154       ,  8260.77
01155,Zürich 01155       , 17688.65
01156,Zürich 01156       , 91976.14
01157,Zürich 01157       , 11598.32
01158,Zürich 01158       ,  5949.88
01159,Zürich 01159       , 58595.30
01160,Zürich 01160       , 91791.65
01161,Zürich 01161       , 53776.63
01162,Zürich 01162       , 59351.27
01163,Zürich 01163       , 44794.92
01164,Zürich 01164       , 13438.48
01165,Zürich 01165       , 22338.32
01166,Zürich 01166       , 57340.21
01167,Zürich 01167       , 11226.20
01168,Zürich 01168       ,  4999.62
01169,Zürich 01169       , 24542.91
01170,Zürich 01170       ,  8911.66
01171,Zürich 01171       , 95346.68
01172,Zürich 01172       , 53254.05
01173,Zürich 01173       , 15799.81
01174,Zürich 01174       ,  9358.85
01175,Zürich 01175       , 44638.91
01176,Zürich 01176       , 41273.71
01177,Zürich 01177       ,  7225.48
01178,Zürich 01178       ,  6347.29
01179,Zürich 01179       , 33902.05
01180,Zürich 01180       , 95214.67
01181,Zürich 01181       , 89243.44
01182,Zürich 01182       , 33428.33
01183,Zürich 01183       , 39103.15
01184,Zürich 01184       , 43756.63
01185,Zürich 01185       , 75900.52
01186,Zürich 01186       , 31164.86
01187,Zürich 01187       , 84506.80
01188,Zürich 01188       , 90343.22
01189,Zürich 01189       , 87650.97
01190,Zürich 01190       , 29923.05
01191,Zürich 01191       , 87718.24
01192,Zürich 01192       , 65968.19
01193,Zürich 01193       , 78814.71
01194,Zürich 01194       , 88709.31
01195,Zürich 01195       , 28915.25
01196,Zürich 01196       ,  5018.88
01197,Zürich 01197       , 48363.83
01198,Zürich 01198       , 29283.66
01199,Zürich 01199       , 88336.50
