code,name,region
AD-0666,FFFFFFFFFF,Region0
AD-0667,FFFFFFFFFF,Region0
AD-0668,FFFFFFFFFF,Region0
AD-0669,FFFFFFFFFF,Region0
AD-0670,FFFFFFFFFF,Region0
AD-0671,FFFFFFFFFF,Region0
AD-0672,FFFFFFFFFF,Region0
AD-0673,FFFFFFFFFF,Region0
AD-0674,FFFFFFFFFF,Region0
AD-0675,FFFFFFFFFF,Region0
AD-0676,FFFFFFFFFF,Region0
AD-0677,FFFFFFFFFF,Region0
AD-0678,FFFFFFFFFF,Region0
AD-0679,FFFFFFFFFF,Region0
AD-0680,FFFFFFFFFF,Region0
AD-0681,FFFFFFFFFF,Region0
AD-0682,FFFFFFFFFF,Region0
AD-0683,FFFFFFFFFF,Region0
AD-0684,FFFFFFFFFF,Region0
AD-0685,FFFFFFFFFF,Region0
AD-0686,FFFFFFFFFF,Region0
AD-0687,FFFFFFFFFF,Region0
AD-0688,FFFFFFFFFF,Region0
AD-0689,FFFFFFFFFF,Region0
AD-0690,FFFFFFFFFF,Region0
AD-0691,FFFFFFFFFF,Region0
AD-0692,FFFFFFFFFF,Region0
AD-0693,FFFFFFFFFF,Region0
AD-0694,FFFFFFFFFF,Region0
AD-0695,FFFFFFFFFF,Region0
AD-0696,FFFFFFFFFF,Region0
AD-0697,FFFFFFFFFF,Region0
AD-0698,FFFFFFFFFF,Region0
AD-0699,FFFFFFFFFF,Region0
AD-0700,FFFFFFFFFF,Region0
AD-0701,FFFFFFFFFF,Region0
AD-0702,FFFFFFFFFF,Region0
AD-0703,FFFFFFFFFF,Region0
AD-0704,FFFFFFFFFF,Region0
AD-0705,FFFFFFFFFF,Region0
AD-0706,FFFFFFFFFF,Region0
AD-0707,FFFFFFFFFF,Region0
AD-0708,FFFFFFFFFF,Region0
AD-0709,FFFFFFFFFF,Region0
AD-0710,FFFFFFFFFF,Region0
AD-0711,FFFFFFFFFF,Region0
AD-0712,FFFFFFFFFF,Region0
AD-0713,FFFFFFFFFF,Region0
AD-0714,FFFFFFFFFF,Region0
AD-0715,FFFFFFFFFF,Region0
AD-0716,FFFFFFFFFF,Region0
AD-0717,FFFFFFFFFF,Region0
AD-0718,FFFFFFFFFF,Region0
AD-0719,FFFFFFFFFF,Region0
AD-0720,FFFFFFFFFF,Region0
AD-0721,FFFFFFFFFF,Region0
AD-0722,FFFFFFFFFF,Region0
AD-0723,FFFFFFFFFF,Region0
AD-0724,FFFFFFFFFF,Region0
AD-0725,FFFFFFFFFF,Region0
AD-0726,FFFFFFFFFF,Region0
AD-0727,FFFFFFFFFF,Region0
AD-0728,FFFFFFFFFF,Region0
AD-0729,FFFFFFFFFF,Region0
AD-0730,FFFFFFFFFF,Region0
AD-0731,FFFFFFFFFF,Region0
AD-0732,FFFFFFFFFF,Region0
AD-0733,FFFFFFFFFF,Region0
AD-0734,FFFFFFFFFF,Region0
AD-0735,FFFFFFFFFF,Region0
AD-0736,FFFFFFFFFF,Region0
AD-0737,FFFFFFFFFF,Region0
AD-0738,FFFFFFFFFF,Region0
AD-0739,FFFFFFFFFF,Region0
AD-0740,FFFFFFFFFF,Region0
AD-0741,FFFFFFFFFF,Region0
AD-0742,FFFFFFFFFF,Region0
AD-0743,FFFFFFFFFF,Region0
AD-0744,FFFFFFFFFF,Region0
AD-0745,FFFFFFFFFF,Region0
AD-0746,FFFFFFFFFF,Region0
AD-0747,FFFFFFFFFF,Region0
AD-0748,FFFFFFFFFF,Region0
AD-0749,FFFFFFFFFF,Region0
AD-0750,FFFFFFFFFF,Region0
AD-0751,FFFFFFFFFF,Region0
AD-0752,FFFFFFFFFF,Region0
AD-0753,FFFFFFFFFF,Region0
AD-0754,FFFFFFFFFF,Region0
AD-0755,FFFFFFFFFF,Region0
AD-0756,FFFFFFFFFF,Region0
AD-0757,FFFFFFFFFF,Region0
AD-0758,FFFFFFFFFF,Region0
AD-0759,FFFFFFFFFF,Region0
AD-0760,FFFFFFFFFF,Region0
AD-0761,FFFFFFFFFF,Region0
AD-0762,FFFFFFFFFF,Region0
AD-0763,FFFFFFFFFF,Region0
AD-0764,FFFFFFFFFF,Region0
AD-0765,FFFFFFFFFF,Region0
AD-0766,FFFFFFFFFF,Region0
AD-0767,FFFFFFFFFF,Region0
AD-0768,FFFFFFFFFF,Region0
AD-0769,FFFFFFFFFF,Region0
AD-0770,FFFFFFFFFF,Region0
AD-0771,FFFFFFFFFF,Region0
AD-0772,FFFFFFFFFF,Region0
AD-0773,FFFFFFFFFF,Region0
AD-0774,FFFFFFFFFF,Region0
AD-0775,FFFFFFFFFF,Region0
AD-0776,FFFFFFFFFF,Region0
AD-0777,FFFFFFFFFF,Region0
AD-0778,FFFFFFFFFF,Region0
AD-0779,FFFFFFFFFF,Region0
AD-0780,FFFFFFFFFF,Region0
AD-0781,FFFFFFFFFF,Region0
AD-0782,FFFFFFFFFF,Region0
AD-0783,FFFFFFFFFF,Region0
AD-0784,FFFFFFFFFF,Region0
AD-0785,FFFFFFFFFF,Region0
AD-0786,FFFFFFFFFF,Region0
AD-0787,FFFFFFFFFF,Region0
AD-0788,FFFFFFFFFF,Region0
AD-0789,FFFFFFFFFF,Region0
AD-0790,FFFFFFFFFF,Region0
AD-0791,FFFFFFFFFF,Region0
AD-0792,FFFFFFFFFF,Region0
AD-0793,FFFFFFFFFF,Region0
AD-0794,FFFFFFFFFF,Region0
AD-0795,FFFFFFFFFF,Region0
AD-0796,FFFFFFFFFF,Region0
AD-0797,FFFFFFFFFF,Region0
AD-0798,FFFFFFFFFF,Region0
AD-0799,FFFFFFFFFF,Region0
AD-0800,FFFFFFFFFF,Region0
AD-0801,FFFFFFFFFF,Region0
AD-0802,FFFFFFFFFF,Region0
AD-0803,FFFFFFFFFF,Region0
AD-0804,FFFFFFFFFF,Region0
AD-0805,FFFFFFFFFF,Region0
AD-0806,FFFFFFFFFF,Region0
AD-0807,FFFFFFFFFF,Region0
AD-0808,FFFFFFFFFF,Region0
AD-0809,FFFFFFFFFF,Region0
AD-0810,FFFFFFFFFF,Region0
AD-0811,FFFFFFFFFF,Region0
AD-0812,FFFFFFFFFF,Region0
AD-0813,FFFFFFFFFF,Region0
AD-0814,FFFFFFFFFF,Region0
AD-0815,FFFFFFFFFF,Region0
AD-0816,FFFFFFFFFF,Region0
AD-0817,FFFFFFFFFF,Region0
AD-0818,FFFFFFFFFF,Region0
AD-0819,FFFFFFFFFF,Region0
AD-0820,FFFFFFFFFF,Region0
AD-0821,FFFFFFFFFF,Region0
AD-0822,FFFFFFFFFF,Region0
AD-0823,FFFFFFFFFF,Region0
AD-0824,FFFFFFFFFF,Region0
AD-0825,FFFFFFFFFF,Region0
AD-0826,FFFFFFFFFF,Region0
AD-0827,FFFFFFFFFF,Region0
AD-0828,FFFFFFFFFF,Region0
AD-0829,FFFFFFFFFF,Region0
AD-0830,FFFFFFFFFF,Region0
AD-0831,FFFFFFFFFF,Region0
AD-0832,FFFFFFFFFF,Region0
AD-0833,FFFFFFFFFF,Region0
AD-0834,FFFFFFFFFF,Region0
AD-0835,FFFFFFFFFF,Region0
AD-0836,FFFFFFFFFF,Region0
AD-0837,FFFFFFFFFF,Region0
AD-0838,FFFFFFFFFF,Region0
AD-0839,FFFFFFFFFF,Region0
AD-0840,FFFFFFFFFF,Region0
AD-0841,FFFFFFFFFF,Region0
AD-0842,FFFFFFFFFF,Region0
AD-0843,FFFFFFFFFF,Region0
AD-0844,FFFFFFFFFF,Region0
AD-0845,FFFFFFFFFF,Region0
AD-0846,FFFFFFFFFF,Region0
AD-0847,FFFFFFFFFF,Region0
AD-0848,FFFFFFFFFF,Region0
AD-0849,FFFFFFFFFF,Region0
AD-0850,FFFFFFFFFF,Region0
AD-0851,FFFFFFFFFF,Region0
AD-0852,FFFFFFFFFF,Region0
AD-0853,FFFFFFFFFF,Region0
AD-0854,FFFFFFFFFF,Region0
AD-0855,FFFFFFFFFF,Region0
AD-0856,FFFFFFFFFF,Region0
AD-0857,FFFFFFFFFF,Region0
AD-0858,FFFFFFFFFF,Region0
AD-0859,FFFFFFFFFF,Region0
AD-0860,FFFFFFFFFF,Region0
AD-0861,FFFFFFFFFF,Region0
AD-0862,FFFFFFFFFF,Region0
AD-0863,FFFFFFFFFF,Region0
AD-0864,FFFFFFFFFF,Region0
AD-0865,FFFFFFFFFF,Region0
AD-0866,FFFFFFFFFF,Region0
AD-0867,FFFFFFFFFF,Region0
AD-0868,FFFFFFFFFF,Region0
AD-0869,FFFFFFFFFF,Region0
AD-0870,FFFFFFFFFF,Region0
AD-0871,FFFFFFFFFF,Region0
AD-0872,FFFFFFFFFF,Region0
AD-0873,FFFFFFFFFF,Region0
AD-0874,FFFFFFFFFF,Region0
AD-0875,FFFFFFFFFF,Region0
AD-0876,FFFFFFFFFF,Region0
AD-0877,FFFFFFFFFF,Region0
AD-0878,FFFFFFFFFF,Region0
AD-0879,FFFFFFFFFF,Region0
AD-0880,FFFFFFFFFF,Region0
AD-0881,FFFFFFFFFF,Region0
AD-0882,FFFFFFFFFF,Region0
AD-0883,FFFFFFFFFF,Region0
AD-0884,FFFFFFFFFF,Region0
AD-0885,FFFFFFFFFF,Region0
AD-0886,FFFFFFFFFF,Region0
AD-0887,FFFFFFFFFF,Region0
AD-0888,FFFFFFFFFF,Region0
AD-0889,FFFFFFFFFF,Region0
AD-0890,FFFFFFFFFF,Region0
AD-0891,FFFFFFFFFF,Region0
AD-0892,FFFFFFFFFF,Region0
AD-0893,FFFFFFFFFF,Region0
AD-0894,FFFFFFFFFF,Region0
AD-0895,FFFFFFFFFF,Region0
AD-0896,FFFFFFFFFF,Region0
AD-0897,FFFFFFFFFF,Region0
AD-0898,FFFFFFFFFF,Region0
AD-0899,FFFFFFFFFF,Region0
AD-0900,FFFFFFFFFF,Region0
AD-0901,FFFFFFFFFF,Region0
AD-0902,FFFFFFFFFF,Region0
AD-0903,FFFFFFFFFF,Region0
AD-0904,FFFFFFFFFF,Region0
AD-0905,FFFFFFFFFF,Region0
AD-0906,FFFFFFFFFF,Region0
AD-0907,FFFFFFFFFF,Region0
AD-0908,FFFFFFFFFF,Region0
AD-0909,FFFFFFFFFF,Region0
AD-0910,FFFFFFFFFF,Region0
AD-0911,FFFFFFFFFF,Region0
AD-0912,FFFFFFFFFF,Region0
AD-0913,FFFFFFFFFF,Region0
AD-0914,FFFFFFFFFF,Region0
AD-0915,FFFFFFFFFF,Region0
AD-0916,FFFFFFFFFF,Region0
AD-0917,FFFFFFFFFF,Region0
AD-0918,FFFFFFFFFF,Region0
AD-0919,FFFFFFFFFF,Region0
AD-0920,FFFFFFFFFF,Region0
AD-0921,FFFFFFFFFF,Region0
AD-0922,FFFFFFFFFF,Region0
AD-0923,FFFFFFFFFF,Region0
AD-0924,FFFFFFFFFF,Region0
AD-0925,FFFFFFFFFF,Region0
AD-0926,FFFFFFFFFF,Region0
AD-0927,FFFFFFFFFF,Region0
AD-0928,FFFFFFFFFF,Region0
AD-0929,FFFFFFFFFF,Region0
AD-0930,FFFFFFFFFF,Region0
AD-0931,FFFFFFFFFF,Region0
AD-0932,FFFFFFFFFF,Region0
AD-0933,FFFFFFFFFF,Region0
AD-0934,FFFFFFFFFF,Region0
AD-0935,FFFFFFFFFF,Region0
AD-0936,FFFFFFFFFF,Region0
AD-0937,FFFFFFFFFF,Region0
AD-0938,FFFFFFFFFF,Region0
AD-0939,FFFFFFFFFF,Region0
AD-0940,FFFFFFFFFF,Region0
AD-0941,FFFFFFFFFF,Region0
AD-0942,FFFFFFFFFF,Region0
AD-0943,FFFFFFFFFF,Region0
AD-0944,FFFFFFFFFF,Region0
AD-0945,FFFFFFFFFF,Region0
AD-0946,FFFFFFFFFF,Region0
AD-0947,FFFFFFFFFF,Region0
AD-0948,FFFFFFFFFF,Region0
AD-0949,FFFFFFFFFF,Region0
AD-0950,FFFFFFFFFF,Region0
AD-0951,FFFFFFFFFF,Region0
AD-0952,FFFFFFFFFF,Region0
AD-0953,FFFFFFFFFF,Region0
AD-0954,FFFFFFFFFF,Region0
AD-0955,FFFFFFFFFF,Region0
AD-0956,FFFFFFFFFF,Region0
AD-0957,FFFFFFFFFF,Region0
AD-0958,FFFFFFFFFF,Region0
AD-0959,FFFFFFFFFF,Region0
AD-0960,FFFFFFFFFF,Region0
AD-0961,FFFFFFFFFF,Region0
AD-0962,FFFFFFFFFF,Region0
AD-0963,FFFFFFFFFF,Region0
AD-0964,FFFFFFFFFF,Region0
AD-0965,FFFFFFFFFF,Region0
AD-0966,FFFFFFFFFF,Region0
AD-0967,FFFFFFFFFF,Region0
AD-0968,FFFFFFFFFF,Region0
AD-0969,FFFFFFFFFF,Region0
AD-0970,FFFFFFFFFF,Region0
AD-0971,FFFFFFFFFF,Region0
AD-0972,FFFFFFFFFF,Region0
AD-0973,FFFFFFFFFF,Region0
AD-0974,FFFFFFFFFF,Region0
AD-0975,FFFFFFFFFF,Region0
AD-0976,FFFFFFFFFF,Region0
AD-0977,FFFFFFFFFF,Region0
AD-0978,FFFFFFFFFF,Region0
AD-0979,FFFFFFFFFF,Region0
AD-0980,FFFFFFFFFF,Region0
AD-0981,FFFFFFFFFF,Region0
AD-0982,FFFFFFFFFF,Region0
AD-0983,FFFFFFFFFF,Region0
AD-0984,FFFFFFFFFF,Region0
AD-0985,FFFFFFFFFF,Region0
AD-0986,FFFFFFFFFF,Region0
AD-0987,FFFFFFFFFF,Region0
AD-0988,FFFFFFFFFF,Region0
AD-0989,FFFFFFFFFF,Region0
AD-0990,FFFFFFFFFF,Region0
AD-0991,FFFFFFFFFF,Region0
AD-0992,FFFFFFFFFF,Region0
AD-0993,FFFFFFFFFF,Region0
AD-0994,FFFFFFFFFF,Region0
AD-0995,FFFFFFFFFF,Region0
AD-0996,FFFFFFFFFF,Region0
AD-0997,FFFFFFFFFF,Region0
AD-0998,FFFFFFFFFF,Region0
AD-0999,FFFFFFFFFF,Region0
AD-1000,FFFFFFFFFF,Region0
AD-1001,FFFFFFFFFF,Region0
AD-1002,FFFFFFFFFF,Region0
AD-1003,FFFFFFFFFF,Region0
AD-1004,FFFFFFFFFF,Region0
AD-1005,FFFFFFFFFF,Region0
AD-1006,FFFFFFFFFF,Region0
AD-1007,FFFFFFFFFF,Region0
AD-1008,FFFFFFFFFF,Region0
AD-1009,FFFFFFFFFF,Region0
AD-1010,FFFFFFFFFF,Region0
AD-1011,FFFFFFFFFF,Region0
AD-1012,FFFFFFFFFF,Region0
AD-1013,FFFFFFFFFF,Region0
AD-1014,FFFFFFFFFF,Region0
AD-1015,FFFFFFFFFF,Region0
AD-1016,FFFFFFFFFF,Region0
AD-1017,FFFFFFFFFF,Region0
AD-1018,FFFFFFFFFF,Region0
AD-1019,FFFFFFFFFF,Region0
AD-1020,FFFFFFFFFF,Region0
AD-1021,FFFFFFFFFF,Region0
AD-1022,FFFFFFFFFF,Region0
AD-1023,FFFFFFFFFF,Region0
AD-1024,FFFFFFFFFF,Region0
AD-1025,FFFFFFFFFF,Region0
AD-1026,FFFFFFFFFF,Region0
AD-1027,FFFFFFFFFF,Region0
AD-1028,FFFFFFFFFF,Region0
AD-1029,FFFFFFFFFF,Region0
AD-1030,FFFFFFFFFF,Region0
AD-1031,FFFFFFFFFF,Region0
AD-1032,FFFFFFFFFF,Region0
AD-1033,FFFFFFFFFF,Region0
AD-1034,FFFFFFFFFF,Region0
AD-1035,FFFFFFFFFF,Region0
AD-1036,FFFFFFFFFF,Region0
AD-1037,FFFFFFFFFF,Region0
AD-1038,FFFFFFFFFF,Region0
AD-1039,FFFFFFFFFF,Region0
AD-1040,FFFFFFFFFF,Region0
AD-1041,FFFFFFFFFF,Region0
AD-1042,FFFFFFFFFF,Region0
AD-1043,FFFFFFFFFF,Region0
AD-1044,FFFFFFFFFF,Region0
AD-1045,FFFFFFFFFF,Region0
AD-1046,FFFFFFFFFF,Region0
AD-1047,FFFFFFFFFF,Region0
AD-1048,FFFFFFFFFF,Region0
AD-1049,FFFFFFFFFF,Region0
AD-1050,FFFFFFFFFF,Region0
AD-1051,FFFFFFFFFF,Region0
AD-1052,FFFFFFFFFF,Region0
AD-1053,FFFFFFFFFF,Region0
AD-1054,FFFFFFFFFF,Region0
AD-1055,FFFFFFFFFF,Region0
AD-1056,FFFFFFFFFF,Region0
AD-1057,FFFFFFFFFF,Region0
AD-1058,FFFFFFFFFF,Region0
AD-1059,FFFFFFFFFF,Region0
AD-1060,FFFFFFFFFF,Region0
AD-1061,FFFFFFFFFF,Region0
AD-1062,FFFFFFFFFF,Region0
AD-1063,FFFFFFFFFF,Region0
AD-1064,FFFFFFFFFF,Region0
AD-1065,FFFFFFFFFF,Region0
AD-1066,FFFFFFFFFF,Region0
AD-1067,FFFFFFFFFF,Region0
AD-1068,FFFFFFFFFF,Region0
AD-1069,FFFFFFFFFF,Region0
AD-1070,FFFFFFFFFF,Region0
AD-1071,FFFFFFFFFF,Region0
AD-1072,FFFFFFFFFF,Region0
AD-1073,FFFFFFFFFF,Region0
AD-1074,FFFFFFFFFF,Region0
AD-1075,FFFFFFFFFF,Region0
AD-1076,FFFFFFFFFF,Region0
AD-1077,FFFFFFFFFF,Region0
AD-1078,FFFFFFFFFF,Region0
AD-1079,FFFFFFFFFF,Region0
AD-1080,FFFFFFFFFF,Region0
AD-1081,FFFFFFFFFF,Region0
AD-1082,FFFFFFFFFF,Region0
AD-1083,FFFFFFFFFF,Region0
AD-1084,FFFFFFFFFF,Region0
AD-1085,FFFFFFFFFF,Region0
AD-1086,FFFFFFFFFF,Region0
AD-1087,FFFFFFFFFF,Region0
AD-1088,FFFFFFFFFF,Region0
AD-1089,FFFFFFFFFF,Region0
AD-1090,FFFFFFFFFF,Region0
AD-1091,FFFFFFFFFF,Region0
AD-1092,FFFFFFFFFF,Region0
AD-1093,FFFFFFFFFF,Region0
AD-1094,FFFFFFFFFF,Region0
AD-1095,FFFFFFFFFF,Region0
AD-1096,FFFFFFFFFF,Region0
AD-1097,FFFFFFFFFF,Region0
AD-1098,FFFFFFFFFF,Region0
AD-1099,FFFFFFFFFF,Region0
AD-1100,FFFFFFFFFF,Region0
AD-1101,FFFFFFFFFF,Region0
AD-1102,FFFFFFFFFF,Region0
AD-1103,FFFFFFFFFF,Region0
AD-1104,FFFFFFFFFF,Region0
AD-1105,FFFFFFFFFF,Region0
AD-1106,FFFFFFFFFF,Region0
AD-1107,FFFFFFFFFF,Region0
AD-1108,FFFFFFFFFF,Region0
AD-1109,FFFFFFFFFF,Region0
AD-1110,FFFFFFFFFF,Region0
AD-1111,FFFFFFFFFF,Region0
AD-1112,FFFFFFFFFF,Region0
AD-1113,FFFFFFFFFF,Region0
AD-1114,FFFFFFFFFF,Region0
AD-1115,FFFFFFFFFF,Region0
AD-1116,FFFFFFFFFF,Region0
AD-1117,FFFFFFFFFF,Region0
AD-1118,FFFFFFFFFF,Region0
AD-1119,FFFFFFFFFF,Region0
AD-1120,FFFFFFFFFF,Region0
AD-1121,FFFFFFFFFF,Region0
AD-1122,FFFFFFFFFF,Region0
AD-1123,FFFFFFFFFF,Region0
AD-1124,FFFFFFFFFF,Region0
AD-1125,FFFFFFFFFF,Region0
AD-1126,FFFFFFFFFF,Region0
AD-1127,FFFFFFFFFF,Region0
AD-1128,FFFFFFFFFF,Region0
AD-1129,FFFFFFFFFF,Region0
AD-1130,FFFFFFFFFF,Region0
AD-1131,FFFFFFFFFF,Region0
AD-1132,FFFFFFFFFF,Region0
AD-1133,FFFFFFFFFF,Region0
AD-1134,FFFFFFFFFF,Region0
AD-1135,FFFFFFFFFF,Region0
AD-1136,FFFFFFFFFF,Region0
AD-1137,FFFFFFFFFF,Region0
AD-1138,FFFFFFFFFF,Region0
AD-1139,FFFFFFFFFF,Region0
AD-1140,FFFFFFFFFF,Region0
AD-1141,FFFFFFFFFF,Region0
AD-1142,FFFFFFFFFF,Region0
AD-1143,FFFFFFFFFF,Region0
AD-1144,FFFFFFFFFF,Region0
AD-1145,FFFFFFFFFF,Region0
AD-1146,FFFFFFFFFF,Region0
AD-1147,FFFFFFFFFF,Region0
AD-1148,FFFFFFFFFF,Region0
AD-1149,FFFFFFFFFF,Region0
AD-1150,FFFFFFFFFF,Region0
AD-1151,FFFFFFFFFF,Region0
AD-1152,FFFFFFFFFF,Region0
AD-1153,FFFFFFFFFF,Region0
AD-1154,FFFFFFFFFF,Region0
AD-1155,FFFFFFFFFF,Region0
AD-1156,FFFFFFFFFF,Region0
AD-1157,FFFFFFFFFF,Region0
AD-1158,FFFFFFFFFF,Region0
AD-1159,FFFFFFFFFF,Region0
AD-1160,FFFFFFFFFF,Region0
AD-1161,FFFFFFFFFF,Region0
AD-1162,FFFFFFFFFF,Region0
AD-1163,FFFFFFFFFF,Region0
AD-1164,FFFFFFFFFF,Region0
AD-1165,FFFFFFFFFF,Region0
AD-1166,FFFFFFFFFF,Region0
AD-1167,FFFFFFFFFF,Region0
AD-1168,FFFFFFFFFF,Region0
AD-1169,FFFFFFFFFF,Region0
AD-1170,FFFFFFFFFF,Region0
AD-1171,FFFFFFFFFF,Region0
AD-1172,FFFFFFFFFF,Region0
AD-1173,FFFFFFFFFF,Region0
AD-1174,FFFFFFFFFF,Region0
AD-1175,FFFFFFFFFF,Region0
AD-1176,FFFFFFFFFF,Region0
AD-1177,FFFFFFFFFF,Region0
AD-1178,FFFFFFFFFF,Region0
AD-1179,FFFFFFFFFF,Region0
AD-1180,FFFFFFFFFF,Region0
AD-1181,FFFFFFFFFF,Region0
AD-1182,FFFFFFFFFF,Region0
AD-1183,FFFFFFFFFF,Region0
AD-1184,FFFFFFFFFF,Region0
AD-1185,FFFFFFFFFF,Region0
AD-1186,FFFFFFFFFF,Region0
AD-1187,FFFFFFFFFF,Region0
AD-1188,FFFFFFFFFF,Region0
AD-1189,FFFFFFFFFF,Region0
AD-1190,FFFFFFFFFF,Region0
AD-1191,FFFFFFFFFF,Region0
AD-1192,FFFFFFFFFF,Region0
AD-1193,FFFFFFFFFF,Region0
AD-1194,FFFFFFFFFF,Region0
AD-1195,FFFFFFFFFF,Region0
AD-1196,FFFFFFFFFF,Region0
AD-1197,FFFFFFFFFF,Region0
AD-1198,FFFFFFFFFF,Region0
AD-1199,FFFFFFFFFF,Region0
AD-1200,FFFFFFFFFF,Region0
AD-1201,FFFFFFFFFF,Region0
AD-1202,FFFFFFFFFF,Region0
AD-1203,FFFFFFFFFF,Region0
AD-1204,FFFFFFFFFF,Region0
AD-1205,FFFFFFFFFF,Region0
AD-1206,FFFFFFFFFF,Region0
AD-1207,FFFFFFFFFF,Region0
AD-1208,FFFFFFFFFF,Region0
AD-1209,FFFFFFFFFF,Region0
AD-1210,FFFFFFFFFF,Region0
AD-1211,FFFFFFFFFF,Region0
AD-1212,FFFFFFFFFF,Region0
AD-1213,FFFFFFFFFF,Region0
AD-1214,FFFFFFFFFF,Region0
AD-1215,FFFFFFFFFF,Region0
AD-1216,FFFFFFFFFF,Region0
AD-1217,FFFFFFFFFF,Region0
AD-1218,FFFFFFFFFF,Region0
AD-1219,FFFFFFFFFF,Region0
AD-1220,FFFFFFFFFF,Region0
AD-1221,FFFFFFFFFF,Region0
AD-1222,FFFFFFFFFF,Region0
AD-1223,FFFFFFFFFF,Region0
AD-1224,FFFFFFFFFF,Region0
AD-1225,FFFFFFFFFF,Region0
AD-1226,FFFFFFFFFF,Region0
AD-1227,FFFFFFFFFF,Region0
AD-1228,FFFFFFFFFF,Region0
AD-1229,FFFFFFFFFF,Region0
AD-1230,FFFFFFFFFF,Region0
AD-1231,FFFFFFFFFF,Region0
AD-1232,FFFFFFFFFF,Region0
AD-1233,FFFFFFFFFF,Region0
AD-1234,FFFFFFFFFF,Region0
AD-1235,FFFFFFFFFF,Region0
AD-1236,FFFFFFFFFF,Region0
AD-1237,FFFFFFFFFF,Region0
AD-1238,FFFFFFFFFF,Region0
AD-1239,FFFFFFFFFF,Region0
AD-1240,FFFFFFFFFF,Region0
AD-1241,FFFFFFFFFF,Region0
AD-1242,FFFFFFFFFF,Region0
AD-1243,FFFFFFFFFF,Region0
AD-1244,FFFFFFFFFF,Region0
AD-1245,FFFFFFFFFF,Region0
AD-1246,FFFFFFFFFF,Region0
AD-1247,FFFFFFFFFF,Region0
AD-1248,FFFFFFFFFF,Region0
AD-1249,FFFFFFFFFF,Region0
AD-1250,FFFFFFFFFF,Region0
AD-1251,FFFFFFFFFF,Region0
AD-1252,FFFFFFFFFF,Region0
AD-1253,FFFFFFFFFF,Region0
AD-1254,FFFFFFFFFF,Region0
AD-1255,FFFFFFFFFF,Region0
AD-1256,FFFFFFFFFF,Region0
AD-1257,FFFFFFFFFF,Region0
AD-1258,FFFFFFFFFF,Region0
AD-1259,FFFFFFFFFF,Region0
AD-1260,FFFFFFFFFF,Region0
AD-1261,FFFFFFFFFF,Region0
AD-1262,FFFFFFFFFF,Region0
AD-1263,FFFFFFFFFF,Region0
AD-1264,FFFFFFFFFF,Region0
AD-1265,FFFFFFFFFF,Region0
AD-1266,FFFFFFFFFF,Region0
AD-1267,FFFFFFFFFF,Region0
AD-1268,FFFFFFFFFF,Region0
AD-1269,FFFFFFFFFF,Region0
AD-1270,FFFFFFFFFF,Region0
AD-1271,FFFFFFFFFF,Region0
AD-1272,FFFFFFFFFF,Region0
AD-1273,FFFFFFFFFF,Region0
AD-1274,FFFFFFFFFF,Region0
AD-1275,FFFFFFFFFF,Region0
AD-1276,FFFFFFFFFF,Region0
AD-1277,FFFFFFFFFF,Region0
AD-1278,FFFFFFFFFF,Region0
AD-1279,FFFFFFFFFF,Region0
AD-1280,FFFFFFFFFF,Region0
AD-1281,FFFFFFFFFF,Region0
AD-1282,FFFFFFFFFF,Region0
AD-1283,FFFFFFFFFF,Region0
AD-1284,FFFFFFFFFF,Region0
AD-1285,FFFFFFFFFF,Region0
AD-1286,FFFFFFFFFF,Region0
AD-1287,FFFFFFFFFF,Region0
AD-1288,FFFFFFFFFF,Region0
AD-1289,FFFFFFFFFF,Region0
AD-1290,FFFFFFFFFF,Region0
AD-1291,FFFFFFFFFF,Region0
AD-1292,FFFFFFFFFF,Region0
AD-1293,FFFFFFFFFF,Region0
AD-1294,FFFFFFFFFF,Region0
AD-1295,FFFFFFFFFF,Region0
AD-1296,FFFFFFFFFF,Region0
AD-1297,FFFFFFFFFF,Region0
AD-1298,FFFFFFFFFF,Region0
AD-1299,FFFFFFFFFF,Region0
AD-1300,FFFFFFFFFF,Region0
AD-1301,FFFFFFFFFF,Region0
AD-1302,FFFFFFFFFF,Region0
AD-1303,FFFFFFFFFF,Region0
AD-1304,FFFFFFFFFF,Region0
AD-1305,FFFFFFFFFF,Region0
AD-1306,FFFFFFFFFF,Region0
AD-1307,FFFFFFFFFF,Region0
AD-1308,FFFFFFFFFF,Region0
AD-1309,FFFFFFFFFF,Region0
AD-1310,FFFFFFFFFF,Region0
AD-1311,FFFFFFFFFF,Region0
AD-1312,FFFFFFFFFF,Region0
AD-1313,FFFFFFFFFF,Region0
AD-1314,FFFFFFFFFF,Region0
AD-1315,FFFFFFFFFF,Region0
AD-1316,FFFFFFFFFF,Region0
AD-1317,FFFFFFFFFF,Region0
AD-1318,FFFFFFFFFF,Region0
AD-1319,FFFFFFFFFF,Region0
AD-1320,FFFFFFFFFF,Region0
AD-1321,FFFFFFFFFF,Region0
AD-1322,FFFFFFFFFF,Region0
AD-1323,FFFFFFFFFF,Region0
AD-1324,FFFFFFFFFF,Region0
AD-1325,FFFFFFFFFF,Region0
AD-1326,FFFFFFFFFF,Region0
AD-1327,FFFFFFFFFF,Region0
AD-1328,FFFFFFFFFF,Region0
AD-1329,FFFFFFFFFF,Region0
AD-1330,FFFFFFFFFF,Region0
AD-1331,FFFFFFFFFF,Region0
