id,kunde,betrag
00772,Kunde 00772         , 39272.65
00773,Kunde 00773         , 37815.25
00774,Kunde 00774         , 31090.64
00775,Kunde 00775         ,  1924.76
00776,Kunde 00776         , 79645.48
00777,Kunde 00777         , 66563.74
00778,Kunde 00778         , 50846.33
00779,Kunde 00779         , 28823.75
00780,Kunde 00780         , 97982.95
00781,Kunde 00781         , 73322.90
00782,Kunde 00782         , 66041.77
00783,Kunde 00783         , 81928.04
00784,Kunde 00784         , 45285.61
00785,Kunde 00785         , 52212.01
00786,Kunde 00786         , 54522.30
00787,Kunde 00787         , 16771.69
00788,Kunde 00788         , 76343.52
00789,Kunde 00789         , 81608.70
00790,Kunde 00790         , 54661.77
00791,Kunde 00791         , 60185.89
00792,Kunde 00792         , 50187.00
00793,Kunde 00793         , 23834.04
00794,Kunde 00794         , 63166.54
00795,Kunde 00795         , 38267.74
00796,Kunde 00796         ,  3999.24
00797,Kunde 00797         , 11631.59
00798,Kunde 00798         , 97303.62
00799,Kunde 00799         , 32378.16
00800,Kunde 00800         , 86029.68
00801,Kunde 00801         , 42254.87
00802,Kunde 00802         , 60510.92
00803,Kunde 00803         , 56432.81
00804,Kunde 00804         , 31284.78
00805,Kunde 00805         , 96191.58
00806,Kunde 00806         , 48135.26
00807,Kunde 00807         , 26067.99
00808,Kunde 00808         , 34843.33
00809,Kunde 00809         , 99365.80
00810,Kunde 00810         ,  9598.59
00811,Kunde 00811         , 59434.88
00812,Kunde 00812         , 49908.00
00813,Kunde 00813         , 14250.09
00814,Kunde 00814         , 23776.24
00815,Kunde 00815         , 58067.48
00816,Kunde 00816         , 57507.32
00817,Kunde 00817         , 12397.06
00818,Kunde 00818         , 76644.71
00819,Kunde 00819         , 36112.02
00820,Kunde 00820         , 30332.68
00821,Kunde 00821         , 71644.40
00822,Kunde 00822         , 38377.11
00823,Kunde 00823         , 25339.18
00824,Kunde 00824         , 53776.39
00825,Kunde 00825         , 96257.37
00826,Kunde 00826         , 77353.45
00827,Kunde 00827         , 30629.46
00828,Kunde 00828         ,  7447.97
00829,Kunde 00829         , 59667.15
00830,Kunde 00830         , 63468.89
00831,Kunde 00831         , 82853.59
00832,Kunde 00832         , 16621.79
00833,Kunde 00833         , 92466.91
00834,Kunde 00834         , 96581.31
00835,Kunde 00835         , 11872.12
00836,Kunde 00836         , 85423.23
00837,Kunde 00837         , 83311.92
00838,Kunde 00838         , 43276.17
00839,Kunde 00839         , 85718.02
00840,Kunde 00840         , 71883.25
00841,Kunde 00841         , 71906.12
00842,Kunde 00842         , 48896.83
00843,Kunde 00843         , 31171.50
00844,Kunde 00844         ,  5554.15
00845,Kunde 00845         , 48799.25
00846,Kunde 00846         , 76747.17
00847,Kunde 00847         ,  9310.98
00848,Kunde 00848         , 37695.78
00849,Kunde 00849         , 78701.03
00850,Kunde 00850         , 64397.09
00851,Kunde 00851         , 80051.99
00852,Kunde 00852         , 28590.75
00853,Kunde 00853         , 99701.69
00854,Kunde 00854         , 72720.18
00855,Kunde 00855         , 95436.69
00856,Kunde 00856         , 95884.10
00857,Kunde 00857         , 39994.64
00858,Kunde 00858         , 44058.96
00859,Kunde 00859         , 29330.01
00860,Kunde 00860         , 28735.90
00861,Kunde 00861         , 36685.51
00862,Kunde 00862         , 94952.86
00863,Kunde 00863         , 37632.94
00864,Kunde 00864         , 91575.48
00865,Kunde 00865         , 62014.43
00866,Kunde 00866         , 74569.48
00867,Kunde 00867         , 68922.47
00868,Kunde 00868         , 15220.69
00869,Kunde 00869         , 56121.73
00870,Kunde 00870         , 40450.40
00871,Kunde 00871         , 56580.41
00872,Kunde 00872         , 19535.64
00873,Kunde 00873         , 54779.63
00874,Kunde 00874         , 51231.27
00875,Kunde 00875         , 57741.64
00876,Kunde 00876         , 64254.05
00877,Kunde 00877         , 68267.03
00878,Kunde 00878         , 26521.80
00879,Kunde 00879         , 64755.18
00880,Kunde 00880         , 90448.74
00881,Kunde 00881         , 81925.44
00882,Kunde 00882         , 10561.19
00883,Kunde 00883         , 61593.27
00884,Kunde 00884         ,  2226.22
00885,Kunde 00885         , 33523.35
00886,Kunde 00886         , 42620.98
00887,Kunde 00887         , 52677.60
00888,Kunde 00888         ,  2148.62
00889,Kunde 00889         , 29952.78
00890,Kunde 00890         , 71204.84
00891,Kunde 00891         , 67881.53
00892,Kunde 00892         , 22333.93
00893,Kunde 00893         , 31854.94
00894,Kunde 00894         , 26616.31
00895,Kunde 00895         , 82068.93
00896,Kunde 00896         , 82123.06
00897,Kunde 00897         , 11817.62
00898,Kunde 00898         , 56147.14
00899,Kunde 00899         , 41969.52
00900,Kunde 00900         , 33700.49
00901,Kunde 00901         ,  9344.73
00902,Kunde 00902         , 65068.76
00903,Kunde 00903         , 29809.16
00904,Kunde 00904         , 40165.55
00905,Kunde 00905         , 10620.52
00906,Kunde 00906         , 75701.64
00907,Kunde 00907         , 71581.80
00908,Kunde 00908         , 87740.30
00909,Kunde 00909         , 88750.59
00910,Kunde 00910         , 71995.08
00911,Kunde 00911         , 46592.95
00912,Kunde 00912         , 33351.74
00913,Kunde 00913         , 40573.38
00914,Kunde 00914         , 97441.32
00915,Kunde 00915         , 85602.27
00916,Kunde 00916         , 75205.85
00917,Kunde 00917         , 67185.11
00918,Kunde 00918         , 83126.76
00919,Kunde 00919         , 87053.14
00920,Kunde 00920         , 16458.06
00921,Kunde 00921         , 61222.93
00922,Kunde 00922         , 64604.41
00923,Kunde 00923         ,  5026.71
00924,Kunde 00924         , 62298.40
00925,Kunde 00925         , 38915.71
00926,Kunde 00926         , 29449.98
00927,Kunde 00927         , 12641.12
00928,Kunde 00928         , 61016.70
00929,Kunde 00929         , 56560.78
00930,Kunde 00930         , 41907.56
00931,Kunde 00931         , 87565.20
00932,Kunde 00932         , 23150.16
00933,Kunde 00933         , 59493.07
00934,Kunde 00934         , 25975.85
00935,Kunde 00935         ,   120.72
00936,Kunde 00936         ,  4554.19
00937,Kunde 00937         , 22998.82
00938,Kunde 00938         , 79717.44
00939,Kunde 00939         , 94574.22
00940,Kunde 00940         , 84383.35
00941,Kunde 00941         ,  9931.67
00942,Kunde 00942         , 56563.50
00943,Kunde 00943         , 95549.08
00944,Kunde 00944         , 72302.26
00945,Kunde 00945         , 85296.72
00946,Kunde 00946         ,  7754.78
00947,Kunde 00947         , 68168.89
00948,Kunde 00948         , 78557.58
00949,Kunde 00949         , 50050.15
00950,Kunde 00950         , 45317.83
00951,Kunde 00951         ,  4257.57
00952,Kunde 00952         , 61090.61
00953,Kunde 00953         , 31919.37
00954,Kunde 00954         , 39270.57
00955,Kunde 00955         , 85379.90
00956,Kunde 00956         , 84018.47
00957,Kunde 00957         , 74459.89
00958,Kunde 00958         , 98411.51
00959,Kunde 00959         , 41121.00
00960,Kunde 00960         , 98187.86
00961,Kunde 00961         , 83681.24
00962,Kunde 00962         , 49999.39
00963,Kunde 00963         , 35719.29
00964,Kunde 00964         , 54598.30
00965,Kunde 00965         ,  5877.92
00966,Kunde 00966         , 53206.80
00967,Kunde 00967         , 94035.73
00968,Kunde 00968         , 12651.10
00969,Kunde 00969         , 12691.74
00970,Kunde 00970         , 14022.22
00971,Kunde 00971         , 14832.29
00972,Kunde 00972         , 97167.60
00973,Kunde 00973         , 12298.10
00974,Kunde 00974         , 80035.10
00975,Kunde 00975         ,  5220.91
00976,Kunde 00976         , 90581.27
00977,Kunde 00977         , 38860.55
00978,Kunde 00978         , 18307.72
00979,Kunde 00979         , 11322.60
00980,Kunde 00980         , 10323.53
00981,Kunde 00981         , 63411.48
00982,Kunde 00982         , 68535.98
00983,Kunde 00983         , 19121.57
00984,Kunde 00984         , 28898.37
00985,Kunde 00985         , 74908.05
00986,Kunde 00986         ,  1879.49
00987,Kunde 00987         , 57055.25
00988,Kunde 00988         , 87198.51
00989,Kunde 00989         , 33977.01
00990,Kunde 00990         , 15940.32
00991,Kunde 00991         , 33121.79
00992,Kunde 00992         , 52176.22
00993,Kunde 00993         , 28106.77
00994,Kunde 00994         , 12153.43
00995,Kunde 00995         , 32813.78
00996,Kunde 00996         , 48196.44
00997,Kunde 00997         , 60708.63
00998,Kunde 00998         , 40438.34
00999,Kunde 00999         , 66800.15
01000,Kunde 01000         , 96960.81
01001,Kunde 01001         , 81737.68
01002,Kunde 01002         , 48434.65
01003,Kunde 01003         , 69512.75
01004,Kunde 01004         , 36666.17
01005,Kunde 01005         , 18906.89
01006,Kunde 01006         , 90705.52
01007,Kunde 01007         , 28732.47
01008,Kunde 01008         , 11035.64
01009,Kunde 01009         , 20299.47
01010,Kunde 01010         ,  8031.68
01011,Kunde 01011         ,   917.58
01012,Kunde 01012         , 94089.90
01013,Kunde 01013         , 33364.27
01014,Kunde 01014         , 82047.01
01015,Kunde 01015         , 36204.31
01016,Kunde 01016         ,   551.65
01017,Kunde 01017         , 79471.34
01018,Kunde 01018         , 77723.69
01019,Kunde 01019         ,  1227.97
01020,Kunde 01020         , 24891.80
01021,Kunde 01021         , 37604.20
01022,Kunde 01022         , 34179.01
01023,Kunde 01023         , 86015.94
01024,Kunde 01024         , 40897.71
01025,Kunde 01025         , 88167.66
01026,Kunde 01026         , 97240.27
01027,Kunde 01027         , 47202.61
01028,Kunde 01028         , 28797.24
01029,Kunde 01029         , 72463.02
01030,Kunde 01030         , 72163.80
01031,Kunde 01031         , 64432.47
01032,Kunde 01032         , 55452.62
01033,Kunde 01033         , 26400.89
01034,Kunde 01034         ,  5865.90
01035,Kunde 01035         , 21282.75
01036,Kunde 01036         , 37490.99
01037,Kunde 01037         , 36505.46
01038,Kunde 01038         , 74515.83
01039,Kunde 01039         , 39638.34
01040,Kunde 01040         , 97346.47
01041,Kunde 01041         , 10552.81
01042,Kunde 01042         , 60642.40
01043,Kunde 01043         , 85076.95
01044,Kunde 01044         , 34394.29
01045,Kunde 01045         , 12482.28
01046,Kunde 01046         , 71811.40
01047,Kunde 01047         , 74287.98
01048,Kunde 01048         ,  4137.70
01049,Kunde 01049         , 92312.92
01050,Kunde 01050         , 59479.29
01051,Kunde 01051         ,  5852.17
01052,Kunde 01052         , 84927.83
01053,Kunde 01053         , 13911.03
01054,Kunde 01054         , 83413.29
01055,Kunde 01055         , 12435.68
01056,Kunde 01056         , 21013.54
01057,Kunde 01057         , 94157.68
01058,Kunde 01058         , 33797.39
01059,Kunde 01059         , 11969.52
01060,Kunde 01060         , 51439.52
01061,Kunde 01061         , 92951.41
01062,Kunde 01062         , 51157.27
01063,Kunde 01063         , 32281.74
01064,Kunde 01064         , 16752.44
01065,Kunde 01065         , 31901.15
01066,Kunde 01066         , 70472.07
01067,Kunde 01067         , 41169.85
01068,Kunde 01068         , 73852.86
01069,Kunde 01069         , 90922.30
01070,Kunde 01070         , 19168.23
01071,Kunde 01071         , 39242.99
01072,Kunde 01072         , 55085.58
01073,Kunde 01073         , 72712.77
01074,Kunde 01074         , 13815.06
01075,Kunde 01075         , 27443.31
01076,Kunde 01076         , 76566.13
01077,Kunde 01077         , 22012.66
01078,Kunde 01078         , 85921.42
01079,Kunde 01079         , 92458.05
01080,Kunde 01080         , 45704.58
01081,Kunde 01081         , 97916.94
01082,Kunde 01082         , 10324.14
01083,Kunde 01083         ,  6318.13
01084,Kunde 01084         , 88432.45
01085,Kunde 01085         , 86570.84
01086,Kunde 01086         , 63053.35
01087,Kunde 01087         ,   379.37
01088,Kunde 01088         , 42662.95
01089,Kunde 01089         , 34863.05
01090,Kunde 01090         , 99693.38
01091,Kunde 01091         , 26985.49
01092,Kunde 01092         , 76028.78
01093,Kunde 01093         , 61066.31
01094,Kunde 01094         , 58056.40
01095,Kunde 01095         , 61049.58
01096,Kunde 01096         , 92470.36
01097,Kunde 01097         , 94612.82
01098,Kunde 01098         , 10698.83
01099,Kunde 01099         ,  7986.28
01100,Kunde 01100         , 68873.79
01101,Kunde 01101         , 61944.50
01102,Kunde 01102         , 67096.17
01103,Kunde 01103         , 61591.95
01104,Kunde 01104         , 18373.10
01105,Kunde 01105         , 61340.66
01106,Kunde 01106         , 46614.82
01107,Kunde 01107         , 11401.77
01108,Kunde 01108         , 75814.03
01109,Kunde 01109         , 84528.67
01110,Kunde 01110         , 62361.59
01111,Kunde 01111         , 75158.89
01112,Kunde 01112         , 41122.10
01113,Kunde 01113         , 94670.59
01114,Kunde 01114         , 63283.45
01115,Kunde 01115         , 30079.44
01116,Kunde 01116         , 86492.06
01117,Kunde 01117         , 90054.93
01118,Kunde 01118         , 13416.70
01119,Kunde 01119         , 84649.87
01120,Kunde 01120         , 95367.22
01121,Kunde 01121         , 30684.00
01122,Kunde 01122         , 58882.13
01123,Kunde 01123         , 32156.62
01124,Kunde 01124         , 28396.09
01125,Kunde 01125         , 45394.67
01126,Kunde 01126         , 57438.26
01127,Kunde 01127         , 50046.99
01128,Kunde 01128         , 31972.94
01129,Kunde 01129         , 85822.95
01130,Kunde 01130         , 40341.01
01131,Kunde 01131         , 39494.04
01132,Kunde 01132         , 27245.38
01133,Kunde 01133         , 61723.64
01134,Kunde 01134         , 24338.82
01135,Kunde 01135         , 54036.00
01136,Kunde 01136         , 65183.11
01137,Kunde 01137         , 96934.02
01138,Kunde 01138         , 86967.66
01139,Kunde 01139         , 14040.81
01140,Kunde 01140         , 16491.65
01141,Kunde 01141         , 66388.62
01142,Kunde 01142         , 58999.17
01143,Kunde 01143         ,  8484.99
01144,Kunde 01144         ,  4879.14
01145,Kunde 01145         , 85988.01
01146,Kunde 01146         , 69168.88
01147,Kunde 01147         ,  9330.26
01148,Kunde 01148         , 46095.64
01149,Kunde 01149         , 76064.85
01150,Kunde 01150         , 14306.84
01151,Kunde 01151         , 52503.58
01152,Kunde 01152         , 91831.91
01153,Kunde 01153         , 52993.93
01154,Kunde 01154         ,  8260.77
01155,Kunde 01155         , 17688.65
01156,Kunde 01156         , 91976.14
01157,Kunde 01157         , 11598.32
01158,Kunde 01158         ,  5949.88
01159,Kunde 01159         , 58595.30
01160,Kunde 01160         , 91791.65
01161,Kunde 01161         , 53776.63
01162,Kunde 01162         , 59351.27
01163,Kunde 01163         , 44794.92
01164,Kunde 01164         , 13438.48
01165,Kunde 01165         , 22338.32
01166,Kunde 01166         , 57340.21
01167,Kunde 01167         , 11226.20
01168,Kunde 01168         ,  4999.62
01169,Kunde 01169         , 24542.91
01170,Kunde 01170         ,  8911.66
01171,Kunde 01171         , 95346.68
01172,Kunde 01172         , 53254.05
01173,Kunde 01173         , 15799.81
01174,Kunde 01174         ,  9358.85
01175,Kunde 01175         , 44638.91
01176,Kunde 01176         , 41273.71
01177,Kunde 01177         ,  7225.48
01178,Kunde 01178         ,  6347.29
01179,Kunde 01179         , 33902.05
01180,Kunde 01180         , 95214.67
01181,Kunde 01181         , 89243.44
01182,Kunde 01182         , 33428.33
01183,Kunde 01183         , 39103.15
01184,Kunde 01184         , 43756.63
01185,Kunde 01185         , 75900.52
01186,Kunde 01186         , 31164.86
01187,Kunde 01187         , 84506.80
01188,Kunde 01188         , 90343.22
01189,Kunde 01189         , 87650.97
01190,Kunde 01190         , 29923.05
01191,Kunde 01191         , 87718.24
01192,Kunde 01192         , 65968.19
01193,Kunde 01193         , 78814.71
01194,Kunde 01194         , 88709.31
01195,Kunde 01195         , 28915.25
01196,Kunde 01196         ,  5018.88
01197,Kunde 01197         , 48363.83
01198,Kunde 01198         , 29283.66
01199,Kunde 01199         , 88336.50
